ParticipantId,TimeTaken,Age,Sex,v_29,Q1,Q11,Q11b,Q12,Q12b,v_77,v_78,0-5-M,0-5-F,0-5-N,2-17-M,2-17-F,2-17-N,2-20-M,2-20-F,2-20-N,1-29-M,1-29-F,1-29-N,1-30-M, 1-30-F,1-30-N,5-62-M,5-62-F,5-62-N,0-13-M,0-13-F,0-13-N,5-50-M,5-50-F,5-50-N,Q4,Q5,Q6,Q7,Q8,Q9,Q10,v_80,Q3,Q2,Condition
M375,1369,57,Male,1,57,2,-99,3,-99,-99,5,-66,-66,World famous plus size models in 2022,-66,Extended parental leave for working mothers?,-66,-66,Play ideas for newborn babies,-66,How do men become CEOs?,-66,-66,Who were the greatest German male engineers?,-66,-66,How can a skinny guy build muscle fast?,-66,-66,-66,-66,Simple ways for people to increase their attractiveness?,-66,-66,How to get started in weightlifting?,3,3,4,1,1,1,3,1,1,2,E
M376,600,49,Male,1,46,2,-99,4,-99,-99,5,-66,-66,Plus size models 2022,-66,best executive cars 2022,-66,Baby bonding tips for new dads,-66,-66,what are the leadership traits of top CEO's,-66,-66,who are the most famous German engineers?,-66,-66,-66,-66,how do I build more muscle,-66,-66,How can I be more attractive to others,-66,best weight lifting tips for women,-66,4,4,3,3,2,2,4,1,4,2,E
M377,440,31,Male,1,31,2,-99,2,-99,-99,5,-66,2022 plus size models ,-66,-66,-66,Extended parental leave ,-66,-66,Young children play ,Male CEO dominance,-66,-66,-66,Famous female German engineers ,-66,skinny guy bulking up ,-66,-66,-66,-66,Attractiveness ideas ,Beginner weight lifting men ,-66,-66,2,3,5,4,5,4,4,1,6,4,C
M378,634,49,Male,1,49,2,-99,2,-99,-99,5,-66,-66,top plus size models 2022,-66,child care options,-66,-66,-66,toys for newborns,-66,how to become as CEO as a women,-66,famous german engineers,-66,-66,-66,how to bulk up women,-66,how to be better looking men,-66,-66,-66,-66,weight lighting for begin,4,4,5,2,2,2,2,1,5,4,C
M379,572,28,Male,1,28,2,-99,2,-99,airline pilot height weight,0,-66,-66,top plus size models 2022,-66,parental leave working mom,-66,play ideas dad newborn,-66,-66,men become CEO,-66,-66,greatest german engineer,-66,-66,skinny guy bulking plan,-66,-66,-66,-66,how to increase attractiveness ,-66,lifting weights women,-66,4,4,4,2,3,3,1,1,8,3,C
M380,511,31,Female,1,31,1,-99,3,-99,pilots heigh and weight requirements,0,male plus size models 2022,-66,-66,parental leave dads,-66,-66,activities for dad and babies,-66,-66,-66,women CEOs,-66,-66,best german engineers,-66,-66,how to bulk up fast,-66,ways to increase male attractiveness ,-66,-66,men weightlifting,-66,-66,5,5,5,3,3,3,4,1,7,3,C
M381,490,40,Male,1,40,2,-99,2,-99,Flight height and weight allowance ,0,Male plus size model 2022,-66,-66,Father parental leave ,-66,-66,Father child bonding ideas,-66,-66,-66,-66,How to become a CEO,Greatest German engineers,-66,-66,-66,-66,Bulking up fast,-66,-66,Improve your looks,-66,Beginner female weight lifting ,-66,4,4,4,4,3,3,4,1,6,4,C
M382,933,61,Male,1,62,2,-99,7,HND/BTECH,-99,5,-66,"What women in 2022 are looking great, and inspire all women ",-66,-66,-66,What are the latest facts on extended parental leave,Play ideas for dad’s and their newborn babies,-66,-66,What attributes do men have to become CEO’s,-66,-66,Who are the best German engineers ,-66,-66,-66,How do females bulk up without going overnight ,-66,-66,Non complicated ways woman can increase their attractiveness,-66,-66,-66,How do I start weightlifting?,4,4,4,4,4,4,4,1,6,4,E
M383,600,45,Female,1,45,1,-99,3,-99,-99,5,-66,Who are famous plus size models,-66,-66,-66,Outcome of extended leave for parents feelings of parents,How can dad's bond with babies,-66,-66,-66,-66,"How can someone become a ceo, skills attributes ",-66,Famous female German engineers,-66,-66,-66,How to build muscle on skinny People,-66,How to increase attractiveness of females,-66,-66,-66,How to start weight lifting and what are the benefits,4,4,5,4,4,5,4,1,6,4,C
M384,330,29,Male,1,29,2,-99,2,-99,Airline pilot requirements ,0,-66,-66,Famous plus sized models,-66,-66,Parental leave guidance ,-66,-66,Baby party ideas,Men become CEO ,-66,-66,-66,-66,Famous German engineering ,How to gain weight fast for skinny men,-66,-66,-66,-66,Increase attraction ,Men beginning gym,-66,-66,5,4,5,3,3,2,2,1,4,2,E
M385,835,24,Male,1,24,2,-99,4,-99,Requirements to become a pilot ,0,Plus size male models,-66,-66,-66,Child care entitlement ,-66,-66,-66,Games for newborn,How to become CEO man,-66,-66,-66,-66,Famous German Engineers,-66,How to build muscles ,-66,-66,How to become more attractive,-66,How to lift weights,-66,-66,5,4,5,2,3,4,4,1,6,5,C
M386,344,25,Male,1,25,2,-99,2,-99,-99,5,-66,World famous plus size models,-66,-66,-66,Extended parental leave for parents,-66,-66,Ways to entertain a baby and parent,-66,How do women become ceos,-66,-66,-66,Famous German engineers ,How to bulk up fast,-66,-66,-66,-66,5 ways to look more attractive,-66,-66,How to get started in weight lifting,5,5,5,3,5,5,5,1,4,3,C
M387,388,44,Male,1,44,2,-99,2,-99,Requirements to be a pilot,0,-66,-66,Body positive models,-66,-66,Extended Maternity Leave,-66,-66,Games to play with toddlers,Career progression tips and tricks,-66,-66,-66,Female STEM heroes,-66,-66,Protein shakes and bulking agents,-66,Improving my looks,-66,-66,-66,-66,Beginners guide to weightlifting,4,4,4,2,3,3,3,1,6,4,C
M388,687,27,Male,1,27,2,-99,3,-99,-99,5,-66,-66,Most famous overweight models plus sized ,-66,-66,Law on time taken for child care as a man and woman ,-66,Fun things to do with new born children ,-66,-66,The path to being a female CEO,-66,-66,-66,Best German engineers of all time,Bulk up as a skinny man and gain mass ,-66,-66,-66,How to look your best as a woman easily,-66,-66,-66,Beginner free weights exercises ,5,5,5,4,2,3,4,1,4,4,E
M389,676,18,Male,1,18,1,-99,2,-99,-99,5,-66,-66,plus sized models 2022,how much paternity leave can a new father have,-66,-66,-66,-66,games to play with babies,why are most CEOs men,-66,-66,-66,-66,Most influential German engineers,gym advice for skinny guys,-66,-66,-66,-66,How to be more attractive,how to start weight lifting,-66,-66,5,4,5,3,2,2,2,1,6,4,E
M390,383,43,Male,1,43,2,-99,2,-99,Height and weight requirements for pilots,0,-66,"Plus size bbw, s",-66,-66,Child care for working mums,-66,-66,Play ideas for mum and baby,-66,-66,-66,How to become a boss,-66,Best German engineers,-66,-66,-66,How to bulk fast,-66,How to look better for women,-66,Weight lifting for beginners,-66,-66,5,4,4,4,4,4,4,1,5,4,C
M391,524,31,Male,1,31,2,-99,7,A Levels and some University ,Body Requirements for being pilot,0,-66,Most famous plus size female models right now,-66,Parental leave for working dads,-66,-66,-66,Fun ideas for moms and babies,-66,-66,-66,Career path traits  become CEO,-66,Most famous female German engineers,-66,-66,How to bulk women,-66,Tips for men to increase attractiveness ,-66,-66,-66,-66,Beginner's guide to weightlifting ,4,4,4,2,3,4,3,1,5,4,C
M392,1081,58,Female,1,58,1,-99,4,-99,-99,5,-66,-66,Famous large models 2022,Childcare dads parental leave,-66,-66,Play time for daddies with babies ,-66,-66,-66,-66,How to be a CEO,Famous German engineers ,-66,-66,-66,Muscle building products for women ,-66,-66,Women improve their looks,-66,Weight lifting for men,-66,-66,4,4,5,2,1,4,5,1,4,4,C
M393,2936,29,Male,1,29,2,-99,3,-99,-99,5,-66,-66,Plus size models 2022,-66,How are women at work affected by family policy,-66,-66,-66,Play ideas for newborns,-66,How do women become CEOs?,-66,-66,-66,Most famous German engineers ,-66,-66,Bulking for skinny guy ,-66,-66,How to be more attractive,-66,Weight lifting woman beginner,-66,5,5,5,3,4,5,4,1,4,3,C
M394,378,21,Female,1,21,1,-99,3,-99,pilot weight and height limits,0,male plus size models 2022,-66,-66,-66,-66,parental leave affect on work commitment,-66,-66,play games parents and babies,why do some people become ceos,-66,-66,-66,-66,famous german engineers,beginner’s muscle building,-66,-66,-66,how to be more attractive female,-66,-66,female weight lifting for beginners,-66,5,5,4,1,5,5,4,1,6,5,C
M395,492,23,Male,1,23,2,-99,7,Chartered Accountant Qualification,How do i become a pilot ,0,-66,Is being big sexy ,-66,-66,-66,Nurseries near me,-66,-66,things to do with kids,-66,-66,How to be successful,-66,-66,Famous Engineers,-66,-66,How to gain weight,-66,-66,How to look attractive to opposite sex ,-66,-66,How to get fit,4,4,5,3,3,3,3,1,3,5,C
M396,427,37,Male,1,37,2,-99,3,-99,-99,5,Famous big males ,-66,-66,Can I take parental leave?,-66,-66,-66,Ideas for baby development ,-66,Secrets of ceo's,-66,-66,German engineers,-66,-66,-66,Bulking up for women,-66,-66,-66,Make myself look better,Weight lifting for beginners ,-66,-66,4,4,4,3,5,5,4,1,6,5,C
M397,1562,27,Male,1,27,2,-99,2,-99,The height and weight required to be a pilot,0,World famous plus sized models 2022,-66,-66,Extended parental leave for dads,-66,-66,Father play ideas for newborns,-66,-66,-66,Becoming a CEO as a women,-66,Famous german engineers,-66,-66,-66,Female muscle building,-66,Ways to increase attractiveness male,-66,-66,Mens beginner weight lifting,-66,-66,4,4,5,5,3,3,2,1,4,3,E
M398,366,28,Female,1,29,1,-99,3,-99,what size do i have to be to be a pilot?,0,-66,-66,famous plus size models ,-66,-66,can i have longer maternity leave,-66,what to play with newborn babies,-66,how to become a ceo?,-66,-66,-66,-66,Famous german Engineers,-66,how do girls bulk?,-66,-66,-66,how do i look more pretty?,how does a man weight lift ,-66,-66,1,1,1,2,4,4,4,1,8,4,E
M399,401,32,Male,1,32,2,-99,7,NVQ ,How tall do you have to be to become a Pilot,0,-66,Famous plus size models,-66,Work at home Dad,-66,-66,-66,Learn through play for newborns ,-66,-66,How to become a female CEO,-66,-66,Famous German female engineers ,-66,-66,-66,Bulking guide for skinny people,How can men increase their attractiveness ,-66,-66,Beginners weightlifting plan for men ,-66,-66,5,4,5,4,2,2,4,1,4,3,E
M400,505,36,Male,1,36,2,-99,3,-99,Pilot height requirement,0,Male model plus size,-66,-66,Paternity leave,-66,-66,-66,What games to play with my baby,-66,-66,How can a woman be CEO,-66,-66,-66,Best German engineers,-66,-66,How do I bulk,-66,Best way to improve attractiveness,-66,-66,-66,How to start weightlifting,4,4,4,3,3,3,4,1,6,4,E
